finger,acc_x,acc_y,acc_z,orientation,quat_w,quat_x,quat_y,quat_z,target
THUMB,0.464,-0.728,0.592,Towards you,0.865,-0.325,-0.332,0.188,W
INDEX,-0.0,-0.0,-0.0,Away from you,-0.728,-0.131,-0.546,0.393,W
PALM,1.032,0.1,0.052,Towards you,0.707,0.235,-0.63,0.218,W
PINKY,-0.842,0.356,0.275,Right,-0.717,-0.449,-0.386,0.367,W
RING,-0.946,0.153,-0.012,Right,-0.493,-0.576,-0.408,0.507,W
MIDDLE,-0.965,-0.074,0.091,Towards you,-0.087,-0.662,-0.141,0.731,W
THUMB,0.471,-0.708,0.596,Towards you,0.865,-0.324,-0.332,0.191,W
INDEX,-0.0,-0.0,-0.0,Away from you,-0.728,-0.131,-0.546,0.393,W
PALM,1.031,0.114,0.057,Towards you,0.709,0.232,-0.631,0.213,W
PINKY,-0.834,0.354,0.288,Right,-0.726,-0.437,-0.399,0.351,W
RING,-0.949,0.148,-0.013,Right,-0.501,-0.568,-0.419,0.501,W
MIDDLE,-0.965,-0.077,0.094,Towards you,-0.092,-0.661,-0.149,0.73,W
THUMB,0.472,-0.721,0.588,Towards you,0.863,-0.324,-0.336,0.195,W
INDEX,-0.0,-0.0,-0.0,Away from you,-0.728,-0.131,-0.546,0.393,W
PALM,1.027,0.131,0.045,Towards you,0.71,0.229,-0.633,0.207,W
PINKY,-0.85,0.343,0.275,Right,-0.734,-0.425,-0.413,0.333,W
RING,-0.943,0.14,-0.006,Right,-0.508,-0.56,-0.432,0.493,W
MIDDLE,-0.975,-0.065,0.099,Towards you,-0.099,-0.659,-0.158,0.729,W
THUMB,0.471,-0.716,0.588,Towards you,0.86,-0.323,-0.34,0.202,W
INDEX,-0.0,-0.0,-0.0,Away from you,-0.728,-0.131,-0.546,0.393,W
PALM,1.032,0.125,0.066,Towards you,0.712,0.228,-0.633,0.203,W
PINKY,-0.841,0.35,0.278,Right,-0.743,-0.413,-0.424,0.313,W
RING,-0.941,0.133,-0.019,Right,-0.517,-0.55,-0.442,0.484,W
MIDDLE,-0.969,-0.086,0.093,Towards you,-0.107,-0.656,-0.167,0.729,W
THUMB,0.478,-0.732,0.575,Towards you,0.855,-0.32,-0.35,0.211,W
INDEX,-0.0,-0.0,-0.0,Away from you,-0.728,-0.131,-0.546,0.393,W
PALM,1.038,0.134,0.07,Towards you,0.713,0.226,-0.631,0.206,W
PINKY,-0.811,0.364,0.452,Right,-0.801,-0.378,-0.374,0.275,W
RING,-0.897,0.264,0.266,Right,-0.614,-0.48,-0.355,0.516,W
MIDDLE,-0.823,-0.033,0.516,Towards you,-0.186,-0.493,-0.126,0.84,W
THUMB,0.578,-0.842,0.261,Towards you,0.716,-0.29,-0.532,0.348,W
INDEX,-0.0,-0.0,-0.0,Away from you,-0.728,-0.131,-0.546,0.393,W
PALM,1.039,0.04,-0.035,Towards you,0.673,0.26,-0.639,0.265,W
PINKY,-0.328,0.559,0.695,Up,-0.923,-0.315,-0.171,0.143,W
RING,-0.381,0.264,0.855,Up,-0.815,-0.28,-0.11,0.494,W
MIDDLE,0.18,0.221,0.885,Up,-0.333,-0.004,0.064,0.941,W
THUMB,0.56,-0.768,0.514,Towards you,0.746,-0.185,-0.481,0.422,W
INDEX,0.792,-0.429,0.237,Left,-0.859,0.374,0.261,0.234,W
PALM,1.042,-0.048,-0.162,Right,0.615,0.285,-0.666,0.312,W
PINKY,-0.2,0.534,0.658,Up,-0.944,-0.285,-0.089,0.143,W
RING,-0.436,0.634,0.922,Up,-0.81,-0.312,0.004,0.497,W
MIDDLE,0.612,0.231,0.708,Up,-0.319,0.227,0.261,0.882,W
THUMB,0.938,-0.273,0.333,Towards you,0.79,-0.024,-0.572,0.219,W
INDEX,0.576,-0.651,0.478,Left,-0.833,0.447,0.184,0.27,W
PALM,1.059,0.012,-0.045,Towards you,0.669,0.234,-0.653,0.265,W
PINKY,-0.62,0.562,0.587,Right,-0.888,-0.336,-0.275,0.148,W
RING,-0.627,0.458,0.639,Right,-0.757,-0.39,-0.146,0.504,W
MIDDLE,-0.015,0.394,0.988,Up,-0.282,-0.006,0.186,0.941,W
THUMB,0.911,-0.422,0.148,Towards you,0.67,0.035,-0.653,0.351,W
INDEX,0.739,-0.544,0.344,Left,-0.813,0.442,0.293,0.242,W
PALM,1.08,0.117,0.057,Towards you,0.676,0.235,-0.653,0.248,W
PINKY,-0.699,0.473,0.539,Right,-0.876,-0.309,-0.336,0.154,W
RING,-0.534,0.301,0.594,Right,-0.763,-0.342,-0.188,0.515,W
MIDDLE,-0.566,0.289,0.955,Up,-0.27,-0.276,0.049,0.921,W
THUMB,0.922,-0.425,0.179,Towards you,0.687,-0.018,-0.677,0.262,W
INDEX,0.568,-0.646,0.426,Left,-0.806,0.483,0.188,0.287,W
PALM,1.034,0.054,0.075,Towards you,0.703,0.224,-0.638,0.221,W
PINKY,-0.59,0.442,0.545,Right,-0.88,-0.291,-0.349,0.139,W
RING,-0.683,0.376,0.65,Right,-0.759,-0.36,-0.217,0.497,W
MIDDLE,-0.561,0.153,0.586,Up,-0.277,-0.379,-0.02,0.883,W
THUMB,0.937,-0.469,0.052,Towards you,0.689,-0.096,-0.687,0.212,W
INDEX,0.564,-0.642,0.444,Left,-0.801,0.497,0.202,0.265,W
PALM,1.043,0.005,-0.057,Towards you,0.683,0.202,-0.667,0.217,W
PINKY,-0.664,0.606,0.501,Right,-0.862,-0.334,-0.375,0.071,W
RING,-0.601,0.652,0.491,Right,-0.761,-0.408,-0.241,0.443,W
MIDDLE,-0.597,0.171,0.687,Towards you,-0.33,-0.412,0.006,0.849,W
THUMB,0.853,-0.47,0.281,Towards you,0.743,-0.082,-0.61,0.265,W
INDEX,0.617,-0.555,0.573,Left,-0.835,0.413,0.32,0.172,W
PALM,1.054,0.015,-0.022,Towards you,0.655,0.234,-0.658,0.29,W
PINKY,-0.694,0.561,0.378,Away from you,-0.847,-0.315,-0.429,-0.007,W
RING,-0.761,0.419,0.507,Right,-0.783,-0.396,-0.293,0.38,W
MIDDLE,-0.724,0.36,0.591,Towards you,-0.354,-0.44,0.009,0.825,W
THUMB,0.843,-0.53,0.339,Towards you,0.755,-0.116,-0.583,0.276,W
INDEX,0.643,-0.422,0.553,Left,-0.843,0.4,0.319,0.168,W
PALM,1.038,0.035,-0.091,Towards you,0.645,0.23,-0.676,0.272,W
PINKY,-0.62,0.598,0.374,Away from you,-0.84,-0.31,-0.444,-0.02,W
RING,-0.727,0.481,0.491,Right,-0.779,-0.405,-0.296,0.376,W
MIDDLE,-0.695,0.355,0.56,Towards you,-0.359,-0.449,0.005,0.818,W
THUMB,0.862,-0.483,0.291,Towards you,0.755,-0.105,-0.591,0.265,W
INDEX,0.535,-0.598,0.495,Left,-0.853,0.412,0.257,0.191,W
PALM,1.048,0.035,-0.076,Towards you,0.654,0.219,-0.681,0.245,W
PINKY,-0.726,0.588,0.33,Away from you,-0.836,-0.293,-0.462,-0.04,W
RING,-0.7,0.463,0.428,Right,-0.783,-0.406,-0.314,0.351,W
MIDDLE,-0.767,0.351,0.513,Towards you,-0.394,-0.472,-0.042,0.788,W
THUMB,0.889,-0.448,0.288,Towards you,0.751,-0.094,-0.611,0.233,W
INDEX,0.168,-0.518,0.596,Left,-0.896,0.397,0.048,0.194,W
PALM,1.034,0.04,-0.123,Towards you,0.635,0.243,-0.686,0.257,W
PINKY,-0.647,0.529,0.378,Away from you,-0.832,-0.27,-0.475,-0.092,W
RING,-0.792,0.48,0.432,Right,-0.792,-0.394,-0.342,0.316,W
MIDDLE,-0.714,0.32,0.496,Towards you,-0.427,-0.456,-0.09,0.776,W
THUMB,0.94,-0.374,0.228,Towards you,0.724,-0.055,-0.645,0.237,W
INDEX,-0.121,-0.663,0.61,Up,-0.893,0.387,-0.104,0.207,W
PALM,1.035,0.024,-0.074,Towards you,0.652,0.238,-0.679,0.242,W
PINKY,-0.651,0.489,0.379,Away from you,-0.844,-0.257,-0.467,-0.059,W
RING,-0.908,0.309,0.384,Right,-0.753,-0.392,-0.387,0.359,W
MIDDLE,-0.844,0.247,0.463,Towards you,-0.326,-0.481,-0.117,0.805,W
THUMB,0.968,-0.281,0.082,Towards you,0.723,-0.104,-0.671,0.128,W
INDEX,-0.106,-0.67,0.578,Up,-0.836,0.391,-0.152,0.353,W
PALM,1.014,0.222,0.067,Towards you,0.732,0.178,-0.648,0.113,W
PINKY,-0.699,0.38,0.547,Away from you,-0.875,-0.221,-0.427,0.045,W
RING,-0.869,0.234,0.377,Right,-0.716,-0.381,-0.394,0.432,W
MIDDLE,-0.8,0.055,0.562,Towards you,-0.234,-0.445,-0.117,0.857,W
THUMB,1.003,-0.15,0.025,Towards you,0.708,-0.084,-0.701,0.024,W
INDEX,0.03,-0.7,0.583,Up,-0.806,0.42,-0.112,0.402,W
PALM,0.987,0.238,0.171,Towards you,0.776,0.157,-0.607,0.07,W
PINKY,-0.756,0.287,0.514,Away from you,-0.872,-0.21,-0.436,0.073,W
RING,-0.878,0.191,0.375,Right,-0.699,-0.38,-0.397,0.458,W
MIDDLE,-0.834,0.001,0.516,Towards you,-0.206,-0.468,-0.134,0.849,W
THUMB,1.014,-0.159,0.003,Towards you,0.704,-0.093,-0.704,0.014,W
INDEX,0.04,-0.737,0.57,Up,-0.796,0.43,-0.128,0.405,W
PALM,0.992,0.201,0.183,Towards you,0.779,0.147,-0.608,0.05,W
PINKY,-0.746,0.334,0.485,Away from you,-0.868,-0.211,-0.445,0.065,W
RING,-0.9,0.193,0.34,Right,-0.694,-0.389,-0.403,0.452,W
MIDDLE,-0.852,-0.0,0.476,Towards you,-0.201,-0.487,-0.133,0.84,W
THUMB,1.006,-0.159,0.029,Towards you,0.716,-0.098,-0.691,0.017,W
INDEX,0.015,-0.725,0.578,Up,-0.801,0.42,-0.143,0.402,W
PALM,1.0,0.203,0.176,Towards you,0.777,0.137,-0.612,0.044,W
PINKY,-0.79,0.335,0.452,Away from you,-0.863,-0.203,-0.46,0.051,W
RING,-0.907,0.182,0.316,Right,-0.691,-0.392,-0.412,0.446,W
MIDDLE,-0.86,-0.013,0.457,Towards you,-0.2,-0.503,-0.139,0.829,W
THUMB,0.998,-0.179,0.052,Towards you,0.722,-0.099,-0.684,0.02,W
INDEX,-0.039,-0.741,0.595,Up,-0.805,0.417,-0.149,0.395,W
PALM,0.992,0.193,0.165,Towards you,0.778,0.13,-0.614,0.039,W
PINKY,-0.769,0.327,0.467,Away from you,-0.861,-0.198,-0.468,0.035,W
RING,-0.892,0.193,0.326,Right,-0.693,-0.393,-0.416,0.438,W
MIDDLE,-0.888,0.002,0.432,Towards you,-0.203,-0.512,-0.141,0.823,W
THUMB,1.004,-0.177,0.067,Towards you,0.728,-0.097,-0.679,0.02,W
INDEX,0.018,-0.718,0.574,Up,-0.809,0.413,-0.153,0.39,W
PALM,1.0,0.204,0.148,Towards you,0.778,0.118,-0.616,0.036,X
PINKY,-0.781,0.342,0.45,Away from you,-0.86,-0.195,-0.472,0.017,X
RING,-0.888,0.214,0.339,Right,-0.698,-0.394,-0.416,0.43,X
MIDDLE,-0.852,0.017,0.462,Towards you,-0.208,-0.511,-0.135,0.823,X
THUMB,1.008,-0.138,0.098,Towards you,0.735,-0.091,-0.672,0.013,X
INDEX,0.006,-0.701,0.603,Up,-0.812,0.408,-0.149,0.39,X
PALM,1.001,0.177,0.194,Towards you,0.783,0.105,-0.613,0.031,X
PINKY,-0.767,0.334,0.452,Away from you,-0.86,-0.187,-0.474,-0.003,X
RING,-0.902,0.218,0.312,Right,-0.704,-0.392,-0.42,0.418,X
MIDDLE,-0.876,0.03,0.423,Towards you,-0.215,-0.516,-0.137,0.818,X
THUMB,0.995,-0.148,0.142,Towards you,0.745,-0.082,-0.662,0.024,X
INDEX,-0.01,-0.672,0.627,Up,-0.826,0.396,-0.146,0.372,X
PALM,1.002,0.207,0.185,Towards you,0.78,0.1,-0.617,0.033,X
PINKY,-0.754,0.399,0.427,Away from you,-0.85,-0.187,-0.492,-0.036,X
PINKY,-0.799,0.361,0.375,Away from you,-0.772,0.003,-0.545,-0.327,X
RING,-0.902,0.247,0.285,Right,-0.763,-0.32,-0.491,0.273,X
MIDDLE,-0.899,0.028,0.388,Towards you,-0.268,-0.523,-0.176,0.79,X
THUMB,0.998,-0.18,0.145,Towards you,0.754,-0.086,-0.65,0.039,X
INDEX,0.159,-0.644,0.627,Left,-0.865,0.418,-0.026,0.277,X
PALM,1.004,0.189,0.183,Towards you,0.77,-0.034,-0.624,-0.128,X
PINKY,-0.811,0.358,0.359,Away from you,-0.764,0.017,-0.545,-0.345,X
RING,-0.897,0.241,0.275,Right,-0.766,-0.313,-0.497,0.263,X
MIDDLE,-0.896,0.03,0.395,Towards you,-0.273,-0.523,-0.18,0.787,X
THUMB,0.999,-0.153,0.142,Towards you,0.755,-0.085,-0.649,0.042,X
INDEX,0.159,-0.641,0.636,Left,-0.868,0.416,-0.022,0.271,X
PALM,1.005,0.17,0.17,Towards you,0.768,-0.041,-0.625,-0.134,X
PINKY,-0.796,0.38,0.389,Away from you,-0.756,0.028,-0.544,-0.363,X
RING,-0.892,0.246,0.286,Right,-0.77,-0.307,-0.5,0.251,X
MIDDLE,-0.903,0.031,0.388,Towards you,-0.279,-0.523,-0.182,0.785,X
THUMB,1.007,-0.186,0.132,Towards you,0.754,-0.082,-0.65,0.048,X
INDEX,0.19,-0.675,0.627,Left,-0.872,0.415,-0.018,0.257,X
PALM,1.032,0.221,0.228,Towards you,0.765,-0.042,-0.629,-0.133,X
PINKY,-0.819,0.471,0.3,Away from you,-0.714,0.037,-0.571,-0.404,X
RING,-0.882,0.317,0.217,Away from you,-0.767,-0.303,-0.533,0.189,X
MIDDLE,-0.821,0.072,0.535,Towards you,-0.328,-0.456,-0.159,0.812,X
THUMB,0.911,-0.368,0.178,Towards you,0.748,-0.089,-0.628,0.198,X
INDEX,0.347,-0.568,0.627,Left,-0.91,0.378,0.115,0.129,X
PALM,1.022,0.112,-0.042,Towards you,0.706,-0.023,-0.705,-0.06,X
PINKY,-0.667,0.477,0.468,Away from you,-0.72,0.039,-0.5,-0.48,X
RING,-0.886,0.264,0.484,Away from you,-0.836,-0.252,-0.463,0.153,X
MIDDLE,-0.303,0.102,0.909,Up,-0.416,-0.182,-0.041,0.89,X
THUMB,0.795,-0.582,0.238,Towards you,0.718,-0.095,-0.596,0.348,X
INDEX,0.639,-0.503,0.504,Left,-0.891,0.344,0.287,0.069,X
PALM,1.047,0.046,-0.072,Towards you,0.698,-0.016,-0.716,-0.015,X
PINKY,-0.422,0.555,0.612,Up,-0.708,-0.07,-0.385,-0.588,X
RING,-0.561,0.332,0.527,Up,-0.93,-0.222,-0.278,0.092,X
MIDDLE,0.729,0.032,0.716,Up,-0.461,0.292,0.209,0.812,X
THUMB,0.749,-0.54,0.265,Towards you,0.715,-0.129,-0.55,0.411,X
INDEX,0.812,-0.254,0.351,Towards you,-0.833,0.309,0.451,0.089,X
PALM,1.042,0.095,-0.152,Towards you,0.704,-0.03,-0.709,-0.024,X
PINKY,-0.74,0.526,0.383,Left,-0.65,0.093,-0.541,-0.526,X
RING,-0.906,0.281,0.223,Away from you,-0.772,-0.234,-0.587,0.066,X
MIDDLE,0.777,0.035,0.73,Left,-0.468,0.348,0.236,0.777,X
THUMB,0.753,-0.629,0.324,Towards you,0.756,-0.18,-0.546,0.313,X
INDEX,0.929,-0.423,0.045,Towards you,-0.754,0.367,0.543,0.052,X
PALM,1.021,0.125,0.157,Towards you,0.765,-0.029,-0.641,-0.059,X
PINKY,-0.75,0.414,0.438,Left,-0.656,0.131,-0.496,-0.554,X
RING,-0.894,0.272,0.193,Away from you,-0.791,-0.181,-0.583,0.045,X
MIDDLE,0.905,-0.118,0.43,Left,-0.489,0.41,0.259,0.725,X
THUMB,0.735,-0.33,0.68,Towards you,0.872,-0.055,-0.427,0.234,X
INDEX,0.92,-0.488,0.129,Towards you,-0.749,0.352,0.56,0.036,X
PALM,1.014,0.073,0.136,Towards you,0.771,-0.012,-0.634,-0.055,X
PINKY,-0.721,0.369,0.464,Left,-0.657,0.143,-0.479,-0.564,X
RING,-0.923,0.177,0.29,Away from you,-0.802,-0.171,-0.571,0.048,X
MIDDLE,0.894,-0.032,0.485,Left,-0.481,0.437,0.25,0.718,X
THUMB,0.808,-0.275,0.605,Towards you,0.879,-0.081,-0.439,0.168,X
INDEX,0.922,-0.435,0.07,Towards you,-0.714,0.399,0.564,0.114,X
PALM,0.996,0.16,0.162,Towards you,0.757,-0.108,-0.622,-0.168,X
PINKY,-0.64,0.44,0.533,Away from you,-0.753,0.024,-0.453,-0.477,X
RING,-0.962,0.408,0.573,Away from you,-0.833,-0.255,-0.457,0.181,X
MIDDLE,1.039,-0.114,0.122,Left,-0.331,0.59,0.223,0.701,X
THUMB,0.856,-0.321,0.495,Towards you,0.868,-0.12,-0.477,0.07,X
INDEX,0.994,-0.286,0.159,Left,-0.689,0.377,0.576,0.227,X
PALM,1.056,0.059,0.169,Towards you,0.736,-0.165,-0.624,-0.203,X
PINKY,-0.586,0.52,0.622,Up,-0.748,-0.041,-0.406,-0.523,X
RING,-0.635,0.308,0.52,Away from you,-0.875,-0.236,-0.389,0.164,X
MIDDLE,1.025,0.023,0.094,Left,-0.296,0.648,0.27,0.647,X
THUMB,0.855,-0.305,0.549,Towards you,0.877,-0.122,-0.461,0.054,X
INDEX,0.994,-0.181,0.032,Towards you,-0.639,0.346,0.658,0.196,X
PALM,1.039,0.046,0.172,Towards you,0.736,-0.187,-0.619,-0.201,X
PINKY,-0.569,0.493,0.533,Away from you,-0.731,-0.019,-0.426,-0.533,X
RING,-0.792,0.362,0.485,Away from you,-0.864,-0.247,-0.411,0.155,X
MIDDLE,1.006,0.001,0.04,Left,-0.311,0.625,0.281,0.658,X
THUMB,0.787,-0.345,0.582,Towards you,0.882,-0.178,-0.437,0.015,X
INDEX,1.034,-0.177,-0.014,Towards you,-0.635,0.342,0.663,0.199,X
PALM,1.026,0.042,0.131,Towards you,0.743,-0.191,-0.604,-0.213,X
PINKY,-0.52,0.524,0.631,Up,-0.728,-0.025,-0.403,-0.555,X
RING,-0.595,0.343,0.462,Away from you,-0.877,-0.236,-0.388,0.16,X
MIDDLE,1.019,-0.061,0.046,Left,-0.304,0.611,0.273,0.678,X
THUMB,0.782,-0.448,0.563,Towards you,0.87,-0.194,-0.449,0.068,X
INDEX,1.02,-0.162,-0.068,Left,-0.634,0.349,0.658,0.208,X
PALM,1.023,0.028,0.157,Towards you,0.74,-0.195,-0.607,-0.214,X
PINKY,-0.548,0.526,0.635,Up,-0.714,-0.015,-0.399,-0.575,X
RING,-0.717,0.258,0.5,Away from you,-0.877,-0.232,-0.394,0.152,X
MIDDLE,1.002,-0.007,0.149,Left,-0.307,0.595,0.274,0.69,X
THUMB,0.772,-0.341,0.596,Towards you,0.888,-0.159,-0.427,0.066,X
INDEX,1.014,-0.172,-0.026,Left,-0.632,0.351,0.656,0.218,X
PALM,1.02,-0.009,0.138,Towards you,0.736,-0.214,-0.598,-0.233,X
PINKY,-0.547,0.481,0.6,Up,-0.722,-0.006,-0.417,-0.553,X
RING,-0.768,0.312,0.554,Away from you,-0.875,-0.231,-0.4,0.141,X
MIDDLE,1.013,-0.032,-0.074,Left,-0.281,0.631,0.262,0.674,X
THUMB,0.702,-0.29,0.774,Towards you,0.912,-0.105,-0.39,0.07,X
INDEX,1.027,-0.149,-0.205,Left,-0.62,0.354,0.667,0.214,X
PALM,1.01,0.037,0.118,Towards you,0.733,-0.226,-0.593,-0.243,X
PINKY,-0.612,0.502,0.575,Up,-0.715,0.015,-0.427,-0.553,X
RING,-0.762,0.579,0.498,Away from you,-0.875,-0.232,-0.406,0.129,X
MIDDLE,1.049,0.022,0.127,Left,-0.317,0.616,0.283,0.663,X
THUMB,0.628,-0.501,0.644,Towards you,0.89,-0.091,-0.426,0.133,X
INDEX,1.008,-0.099,-0.513,Towards you,-0.649,0.267,0.708,0.079,X
PALM,1.004,0.113,0.316,Towards you,0.804,-0.05,-0.587,-0.08,X
PINKY,-0.346,0.468,0.78,Up,-0.508,0.083,-0.302,-0.802,X
RING,-0.691,0.314,0.742,Up,-0.917,-0.057,-0.369,-0.139,X
MIDDLE,0.987,0.007,0.138,Left,-0.482,0.511,0.408,0.583,X
THUMB,0.78,-0.699,0.367,Towards you,0.72,-0.075,-0.547,0.42,X
INDEX,0.99,-0.191,-0.109,Towards you,-0.642,0.208,0.738,0.004,X
PALM,1.005,0.102,0.232,Towards you,0.8,-0.009,-0.597,-0.049,X
PINKY,-0.576,0.424,0.674,Left,-0.482,0.186,-0.341,-0.785,X
RING,-0.855,0.132,0.678,Away from you,-0.876,-0.017,-0.462,-0.137,X
MIDDLE,0.981,-0.144,0.316,Left,-0.533,0.476,0.349,0.607,X
THUMB,0.746,-0.511,0.484,Towards you,0.768,-0.089,-0.524,0.356,X
INDEX,1.007,-0.339,-0.228,Towards you,-0.662,0.251,0.706,-0.012,X
PALM,0.991,0.163,0.335,Towards you,0.801,-0.024,-0.589,-0.101,X
PINKY,-0.612,0.461,0.612,Up,-0.585,0.126,-0.369,-0.711,X
RING,-0.811,0.282,0.49,Away from you,-0.881,-0.104,-0.461,-0.014,X
MIDDLE,0.959,0.009,0.306,Left,-0.364,0.54,0.246,0.718,X
THUMB,0.645,-0.421,0.729,Towards you,0.888,-0.136,-0.4,0.18,X
INDEX,0.975,-0.328,0.104,Left,-0.649,0.378,0.624,0.215,X
PALM,1.017,0.065,0.127,Towards you,0.716,-0.211,-0.603,-0.283,X
PINKY,-0.636,0.367,0.593,Up,-0.7,0.071,-0.402,-0.586,X
RING,-0.749,0.202,0.529,Away from you,-0.873,-0.156,-0.452,0.098,X
MIDDLE,0.989,-0.111,0.193,Away from you,-0.282,0.606,0.163,0.725,X
THUMB,0.707,-0.264,0.719,Up,0.919,-0.089,-0.356,0.147,X
INDEX,0.991,-0.324,-0.123,Left,-0.608,0.426,0.635,0.212,X
PALM,1.015,0.128,0.198,Left,0.715,-0.22,-0.578,-0.325,X
PINKY,-0.689,0.442,0.639,Up,-0.701,0.076,-0.384,-0.596,X
RING,-0.801,0.091,0.538,Away from you,-0.885,-0.131,-0.441,0.075,X
MIDDLE,0.988,-0.104,0.107,Away from you,-0.293,0.655,0.212,0.663,X
THUMB,0.694,-0.224,0.757,Up,0.913,-0.041,-0.356,0.193,X
INDEX,-0.0,-0.0,-0.0,Left,-0.608,0.426,0.635,0.212,X
PALM,1.007,0.057,0.259,Towards you,0.729,-0.213,-0.575,-0.303,X
PINKY,-0.547,0.47,0.656,Up,-0.677,0.068,-0.381,-0.627,X
RING,-0.739,0.235,0.572,Away from you,-0.89,-0.14,-0.432,0.053,X
MIDDLE,0.994,-0.006,0.093,Away from you,-0.27,0.657,0.218,0.669,X
THUMB,0.66,-0.213,0.793,Up,0.92,-0.03,-0.345,0.184,X
INDEX,1.005,-0.217,-0.163,Left,-0.583,0.396,0.682,0.198,X
PALM,1.013,0.074,0.206,Left,0.727,-0.232,-0.566,-0.313,X
PINKY,-0.568,0.444,0.659,Up,-0.668,0.074,-0.383,-0.634,X
RING,-0.769,0.242,0.571,Away from you,-0.889,-0.138,-0.435,0.043,X
MIDDLE,1.011,-0.065,0.043,Away from you,-0.27,0.657,0.219,0.669,X
THUMB,0.65,-0.189,0.827,Up,0.921,-0.022,-0.341,0.189,X
INDEX,1.009,-0.235,-0.193,Left,-0.583,0.395,0.683,0.193,Y
PALM,1.002,0.079,0.217,Left,0.727,-0.233,-0.562,-0.317,Y
PINKY,-0.578,0.425,0.624,Up,-0.652,0.089,-0.388,-0.645,Y
RING,-0.786,0.265,0.543,Away from you,-0.885,-0.133,-0.445,0.026,Y
MIDDLE,1.012,-0.068,0.008,Away from you,-0.275,0.648,0.223,0.675,Y
THUMB,0.639,-0.156,0.832,Up,0.92,-0.012,-0.332,0.206,Y
INDEX,1.021,-0.229,-0.203,Left,-0.593,0.388,0.68,0.189,Y
PALM,1.006,0.088,0.207,Left,0.726,-0.233,-0.564,-0.316,Y
PINKY,-0.628,0.426,0.614,Up,-0.635,0.105,-0.391,-0.658,Y
RING,-0.792,0.268,0.528,Away from you,-0.883,-0.126,-0.453,0.008,Y
MIDDLE,1.01,-0.042,0.051,Away from you,-0.281,0.637,0.228,0.68,Y
THUMB,0.627,-0.156,0.828,Up,0.918,-0.008,-0.326,0.225,Y
PINKY,-0.623,0.409,0.597,Left,-0.552,0.169,-0.38,-0.723,Y
RING,-0.809,0.26,0.523,Away from you,-0.879,-0.091,-0.464,-0.065,Y
MIDDLE,1.012,-0.066,0.062,Away from you,-0.28,0.631,0.219,0.69,Y
THUMB,0.625,-0.146,0.843,Up,0.913,0.016,-0.318,0.255,Y
INDEX,1.011,-0.253,-0.139,Left,-0.608,0.386,0.67,0.182,Y
PALM,1.003,0.08,0.205,Left,0.712,-0.252,-0.557,-0.347,Y
PINKY,-0.612,0.401,0.613,Left,-0.536,0.177,-0.377,-0.734,Y
RING,-0.793,0.271,0.528,Away from you,-0.879,-0.084,-0.464,-0.076,Y
MIDDLE,0.998,-0.04,0.131,Away from you,-0.278,0.63,0.218,0.692,Y
THUMB,0.613,-0.141,0.845,Up,0.912,0.017,-0.317,0.259,Y
INDEX,1.005,-0.237,-0.13,Left,-0.61,0.385,0.668,0.183,Y
PALM,1.008,0.112,0.212,Left,0.709,-0.255,-0.556,-0.351,Y
PINKY,-0.633,0.415,0.605,Left,-0.519,0.186,-0.374,-0.745,Y
RING,-0.779,0.238,0.526,Away from you,-0.877,-0.078,-0.466,-0.088,Y
MIDDLE,1.011,-0.056,0.07,Away from you,-0.278,0.628,0.217,0.693,Y
THUMB,0.604,-0.146,0.858,Up,0.911,0.019,-0.316,0.264,Y
INDEX,1.008,-0.239,-0.139,Left,-0.61,0.386,0.667,0.184,Y
PALM,1.016,0.101,0.217,Left,0.707,-0.258,-0.555,-0.355,Y
PINKY,-0.624,0.403,0.605,Left,-0.503,0.196,-0.37,-0.756,Y
RING,-0.805,0.24,0.53,Away from you,-0.875,-0.07,-0.469,-0.101,Y
MIDDLE,1.007,-0.062,0.107,Away from you,-0.279,0.626,0.216,0.695,Y
THUMB,0.615,-0.149,0.841,Up,0.909,0.019,-0.316,0.27,Y
INDEX,1.01,-0.248,-0.143,Left,-0.613,0.385,0.666,0.181,Y
PALM,1.008,0.093,0.215,Left,0.705,-0.26,-0.555,-0.358,Y
PINKY,-0.635,0.412,0.61,Left,-0.485,0.208,-0.366,-0.767,Y
RING,-0.794,0.262,0.528,Away from you,-0.873,-0.063,-0.471,-0.113,Y
MIDDLE,1.007,-0.067,0.109,Away from you,-0.28,0.624,0.216,0.696,Y
THUMB,0.625,-0.14,0.845,Up,0.908,0.02,-0.316,0.275,Y
INDEX,1.007,-0.24,-0.131,Left,-0.614,0.385,0.665,0.182,Y
PALM,1.005,0.116,0.191,Left,0.702,-0.264,-0.553,-0.363,Y
PINKY,-0.62,0.411,0.591,Left,-0.472,0.214,-0.362,-0.775,Y
RING,-0.799,0.252,0.527,Away from you,-0.872,-0.059,-0.471,-0.122,Y
MIDDLE,1.008,-0.076,0.083,Away from you,-0.277,0.626,0.212,0.697,Y
THUMB,0.616,-0.127,0.85,Up,0.908,0.022,-0.316,0.275,Y
INDEX,1.014,-0.242,-0.154,Left,-0.612,0.388,0.664,0.184,Y
PALM,1.002,0.101,0.203,Left,0.698,-0.27,-0.549,-0.371,Y
PINKY,-0.624,0.401,0.604,Left,-0.458,0.22,-0.359,-0.783,Y
RING,-0.792,0.259,0.538,Away from you,-0.87,-0.055,-0.472,-0.13,Y
MIDDLE,1.008,-0.069,0.156,Away from you,-0.274,0.623,0.21,0.702,Y
